Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: consent
4,1720167556294,05/07/2024 08:19:16,1720171156294,1,05/07/2024 10:19:16,172913,29,questionnaire-q2am,,38764746,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720167643399,05/07/2024 08:20:43,1720171243399,1,05/07/2024 10:20:43,172913,29,questionnaire-q2am,,38764765,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720167670826,05/07/2024 08:21:10,1720171270826,1,05/07/2024 10:21:10,172913,29,questionnaire-q2am,,38764765,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720167670827,05/07/2024 08:21:10,1720171270827,1,05/07/2024 10:21:10,172913,29,questionnaire-q2am,,38764765,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720167670828,05/07/2024 08:21:10,1720171270828,1,05/07/2024 10:21:10,172913,29,questionnaire-q2am,,38764765,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,END,,,,,,
1,1720167938432,05/07/2024 08:25:38,1720171538432,1,05/07/2024 10:25:38,172913,29,questionnaire-q2am,,38764846,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720167942459,05/07/2024 08:25:42,1720171542459,1,05/07/2024 10:25:42,172913,29,questionnaire-q2am,,38764846,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720167942459,05/07/2024 08:25:42,1720171542459,1,05/07/2024 10:25:42,172913,29,questionnaire-q2am,,38764846,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720167942459,05/07/2024 08:25:42,1720171542459,1,05/07/2024 10:25:42,172913,29,questionnaire-q2am,,38764846,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,END,,,,,,
1,1720168512800,05/07/2024 08:35:12,1720172112800,1,05/07/2024 10:35:12,172913,29,questionnaire-q2am,,38765133,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720168516907,05/07/2024 08:35:16,1720172116907,1,05/07/2024 10:35:16,172913,29,questionnaire-q2am,,38765133,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720168516907,05/07/2024 08:35:16,1720172116907,1,05/07/2024 10:35:16,172913,29,questionnaire-q2am,,38765133,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720168516907,05/07/2024 08:35:16,1720172116907,1,05/07/2024 10:35:16,172913,29,questionnaire-q2am,,38765133,BLIND,11375785,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1584x990,1584x730,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,END,,,,,,
1,1720168651311,05/07/2024 08:37:31,1720172251311,1,05/07/2024 10:37:31,172913,29,questionnaire-q2am,,38765225,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720168663805,05/07/2024 08:37:43,1720172263805,1,05/07/2024 10:37:43,172913,29,questionnaire-q2am,,38765225,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720168663805,05/07/2024 08:37:43,1720172263805,1,05/07/2024 10:37:43,172913,29,questionnaire-q2am,,38765225,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720168663805,05/07/2024 08:37:43,1720172263805,1,05/07/2024 10:37:43,172913,29,questionnaire-q2am,,38765225,BLIND,11375787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 127.0,1728x1117,1728x994,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,END,,,,,,
1,1720168676793,05/07/2024 08:37:56,1720172276793,1,05/07/2024 10:37:56,172913,29,questionnaire-q2am,,38765241,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720168695766,05/07/2024 08:38:15,1720172295766,1,05/07/2024 10:38:15,172913,29,questionnaire-q2am,,38765241,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720168695766,05/07/2024 08:38:15,1720172295766,1,05/07/2024 10:38:15,172913,29,questionnaire-q2am,,38765241,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720168695766,05/07/2024 08:38:15,1720172295766,1,05/07/2024 10:38:15,172913,29,questionnaire-q2am,,38765241,BLIND,11375783,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720169161440,05/07/2024 08:46:01,1720172761440,1,05/07/2024 10:46:01,172913,29,questionnaire-q2am,,38765510,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720169170385,05/07/2024 08:46:10,1720172770385,1,05/07/2024 10:46:10,172913,29,questionnaire-q2am,,38765510,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720169170385,05/07/2024 08:46:10,1720172770385,1,05/07/2024 10:46:10,172913,29,questionnaire-q2am,,38765510,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720169170385,05/07/2024 08:46:10,1720172770385,1,05/07/2024 10:46:10,172913,29,questionnaire-q2am,,38765510,BLIND,11375815,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x937,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
1,1720169346923,05/07/2024 08:49:06,1720172946923,1,05/07/2024 10:49:06,172913,29,questionnaire-q2am,,38765609,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720169353558,05/07/2024 08:49:13,1720172953558,1,05/07/2024 10:49:13,172913,29,questionnaire-q2am,,38765609,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720169353558,05/07/2024 08:49:13,1720172953558,1,05/07/2024 10:49:13,172913,29,questionnaire-q2am,,38765609,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720169353558,05/07/2024 08:49:13,1720172953558,1,05/07/2024 10:49:13,172913,29,questionnaire-q2am,,38765609,BLIND,11375840,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 109.0.0.0,1920x1080,1879x1008,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720169593310,05/07/2024 08:53:13,1720173193310,1,05/07/2024 10:53:13,172913,29,questionnaire-q2am,,38765737,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720169602406,05/07/2024 08:53:22,1720173202406,1,05/07/2024 10:53:22,172913,29,questionnaire-q2am,,38765737,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720169602406,05/07/2024 08:53:22,1720173202406,1,05/07/2024 10:53:22,172913,29,questionnaire-q2am,,38765737,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720169602407,05/07/2024 08:53:22,1720173202407,1,05/07/2024 10:53:22,172913,29,questionnaire-q2am,,38765737,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720169897264,05/07/2024 08:58:17,1720173497264,1,05/07/2024 10:58:17,172913,29,questionnaire-q2am,,38765829,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720169924643,05/07/2024 08:58:44,1720173524643,1,05/07/2024 10:58:44,172913,29,questionnaire-q2am,,38765829,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720169924643,05/07/2024 08:58:44,1720173524643,1,05/07/2024 10:58:44,172913,29,questionnaire-q2am,,38765829,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720169924643,05/07/2024 08:58:44,1720173524643,1,05/07/2024 10:58:44,172913,29,questionnaire-q2am,,38765829,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,END,,,,,,
1,1720170240171,05/07/2024 09:04:00,1720173840171,1,05/07/2024 11:04:00,172913,29,questionnaire-q2am,,38765931,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x633,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720170262342,05/07/2024 09:04:22,1720173862342,1,05/07/2024 11:04:22,172913,29,questionnaire-q2am,,38765931,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x633,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720170262342,05/07/2024 09:04:22,1720173862342,1,05/07/2024 11:04:22,172913,29,questionnaire-q2am,,38765931,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x633,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720170262342,05/07/2024 09:04:22,1720173862342,1,05/07/2024 11:04:22,172913,29,questionnaire-q2am,,38765931,BLIND,11375889,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x633,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,END,,,,,,
1,1720170284963,05/07/2024 09:04:44,1720173884963,1,05/07/2024 11:04:44,172913,29,questionnaire-q2am,,38765955,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720170304951,05/07/2024 09:05:04,1720173904951,1,05/07/2024 11:05:04,172913,29,questionnaire-q2am,,38765955,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720170304951,05/07/2024 09:05:04,1720173904951,1,05/07/2024 11:05:04,172913,29,questionnaire-q2am,,38765955,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720170304951,05/07/2024 09:05:04,1720173904951,1,05/07/2024 11:05:04,172913,29,questionnaire-q2am,,38765955,BLIND,11375902,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1181x664,1073x494,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,END,,,,,,
1,1720170383382,05/07/2024 09:06:23,1720173983382,1,05/07/2024 11:06:23,172913,29,questionnaire-q2am,,38765985,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720170430885,05/07/2024 09:07:10,1720174030885,1,05/07/2024 11:07:10,172913,29,questionnaire-q2am,,38765985,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720170430885,05/07/2024 09:07:10,1720174030885,1,05/07/2024 11:07:10,172913,29,questionnaire-q2am,,38765985,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720170430885,05/07/2024 09:07:10,1720174030885,1,05/07/2024 11:07:10,172913,29,questionnaire-q2am,,38765985,BLIND,11375907,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x703,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
1,1720170915644,05/07/2024 09:15:15,1720174515644,1,05/07/2024 11:15:15,172913,29,questionnaire-q2am,,38766113,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,2304x1106,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720170994525,05/07/2024 09:16:34,1720174594525,1,05/07/2024 11:16:34,172913,29,questionnaire-q2am,,38766113,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1707x820,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720170994526,05/07/2024 09:16:34,1720174594526,1,05/07/2024 11:16:34,172913,29,questionnaire-q2am,,38766113,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1707x820,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720170994526,05/07/2024 09:16:34,1720174594526,1,05/07/2024 11:16:34,172913,29,questionnaire-q2am,,38766113,BLIND,11375929,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1707x820,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720171345680,05/07/2024 09:22:25,1720174945680,1,05/07/2024 11:22:25,172913,29,questionnaire-q2am,,38766222,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720171363596,05/07/2024 09:22:43,1720174963596,1,05/07/2024 11:22:43,172913,29,questionnaire-q2am,,38766222,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720171363596,05/07/2024 09:22:43,1720174963596,1,05/07/2024 11:22:43,172913,29,questionnaire-q2am,,38766222,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Consent Form New,7,B,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720171363597,05/07/2024 09:22:43,1720174963597,1,05/07/2024 11:22:43,172913,29,questionnaire-q2am,,38766222,BLIND,11375966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x678,,,0,Consent Form New,7,B,Consent,eligible,,,,,info,,END,,,,,,
1,1720171394924,05/07/2024 09:23:14,1720174994924,1,05/07/2024 11:23:14,172913,29,questionnaire-q2am,,38766238,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720171421545,05/07/2024 09:23:41,1720175021545,1,05/07/2024 11:23:41,172913,29,questionnaire-q2am,,38766238,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720171421545,05/07/2024 09:23:41,1720175021545,1,05/07/2024 11:23:41,172913,29,questionnaire-q2am,,38766238,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,E,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720171421545,05/07/2024 09:23:41,1720175021545,1,05/07/2024 11:23:41,172913,29,questionnaire-q2am,,38766238,BLIND,11375935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,E,Consent,eligible,,,,,info,,END,,,,,,
1,1720171935532,05/07/2024 09:32:15,1720175535532,1,05/07/2024 11:32:15,172913,29,questionnaire-q2am,,38766433,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720171946980,05/07/2024 09:32:26,1720175546980,1,05/07/2024 11:32:26,172913,29,questionnaire-q2am,,38766433,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720171946980,05/07/2024 09:32:26,1720175546980,1,05/07/2024 11:32:26,172913,29,questionnaire-q2am,,38766433,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720171946980,05/07/2024 09:32:26,1720175546980,1,05/07/2024 11:32:26,172913,29,questionnaire-q2am,,38766433,BLIND,11376000,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,D,Consent,eligible,,,,,info,,END,,,,,,
1,1720171981310,05/07/2024 09:33:01,1720175581310,1,05/07/2024 11:33:01,172913,29,questionnaire-q2am,,38766447,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720171985107,05/07/2024 09:33:05,1720175585107,1,05/07/2024 11:33:05,172913,29,questionnaire-q2am,,38766447,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720171985107,05/07/2024 09:33:05,1720175585107,1,05/07/2024 11:33:05,172913,29,questionnaire-q2am,,38766447,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Consent Form New,7,F,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720171985107,05/07/2024 09:33:05,1720175585107,1,05/07/2024 11:33:05,172913,29,questionnaire-q2am,,38766447,BLIND,11376005,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,2926x1646,1011x962,,,0,Consent Form New,7,F,Consent,eligible,,,,,info,,END,,,,,,
1,1720172280697,05/07/2024 09:38:00,1720175880697,1,05/07/2024 11:38:00,172913,29,questionnaire-q2am,,38766514,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720172292052,05/07/2024 09:38:12,1720175892052,1,05/07/2024 11:38:12,172913,29,questionnaire-q2am,,38766514,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720172292052,05/07/2024 09:38:12,1720175892052,1,05/07/2024 11:38:12,172913,29,questionnaire-q2am,,38766514,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,A,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
4,1720172292052,05/07/2024 09:38:12,1720175892052,1,05/07/2024 11:38:12,172913,29,questionnaire-q2am,,38766514,BLIND,11376009,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Consent Form New,7,A,Consent,eligible,,,,,info,,END,,,,,,
1,1720172393661,05/07/2024 09:39:53,1720175993661,1,05/07/2024 11:39:53,172913,29,questionnaire-q2am,,38766566,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,
2,1720172396786,05/07/2024 09:39:56,1720175996786,1,05/07/2024 11:39:56,172913,29,questionnaire-q2am,,38766566,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation,consent,,participation,Consent Form,2,object-3,consent
3,1720172396786,05/07/2024 09:39:56,1720175996786,1,05/07/2024 11:39:56,172913,29,questionnaire-q2am,,38766566,BLIND,11376033,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,Consent Form New,7,C,Consent,eligible,Page 1,gy3par,1,**I consent to items 1-10 above**,response,participation-quantised,1,,participation,Consent Form,2,object-3,consent
