Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: age,Store: disorders,Store: treatments,Store: oversea,Store: English
13,1720167000625,05/07/2024 08:10:00,1720170600625,1,05/07/2024 10:10:00,172913,29,questionnaire-y2w6,,38764533,BLIND,11375648,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x863,,,0,Demographic New,7,E,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720167303715,05/07/2024 08:15:03,1720170903715,1,05/07/2024 10:15:03,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720167319606,05/07/2024 08:15:19,1720170919606,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720167319606,05/07/2024 08:15:19,1720170919606,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720167319606,05/07/2024 08:15:19,1720170919606,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,56,,,Age Entry,3,object-8,,0,0,0,1
5,1720167319606,05/07/2024 08:15:19,1720170919606,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720167319606,05/07/2024 08:15:19,1720170919606,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720167319607,05/07/2024 08:15:19,1720170919607,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720167319607,05/07/2024 08:15:19,1720170919607,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720167319607,05/07/2024 08:15:19,1720170919607,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720167319607,05/07/2024 08:15:19,1720170919607,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720167319608,05/07/2024 08:15:19,1720170919608,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720167319608,05/07/2024 08:15:19,1720170919608,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720167319608,05/07/2024 08:15:19,1720170919608,1,05/07/2024 10:15:19,172913,29,questionnaire-y2w6,,38764651,BLIND,11375672,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,945x545,,,0,Demographic New,7,A,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720167323588,05/07/2024 08:15:23,1720170923588,1,05/07/2024 10:15:23,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720167345063,05/07/2024 08:15:45,1720170945063,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720167345063,05/07/2024 08:15:45,1720170945063,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720167345063,05/07/2024 08:15:45,1720170945063,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,51,,,Age Entry,3,object-8,,0,0,0,1
5,1720167345064,05/07/2024 08:15:45,1720170945064,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720167345064,05/07/2024 08:15:45,1720170945064,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720167345064,05/07/2024 08:15:45,1720170945064,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720167345065,05/07/2024 08:15:45,1720170945065,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720167345065,05/07/2024 08:15:45,1720170945065,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720167345065,05/07/2024 08:15:45,1720170945065,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720167345066,05/07/2024 08:15:45,1720170945066,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720167345066,05/07/2024 08:15:45,1720170945066,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720167345066,05/07/2024 08:15:45,1720170945066,1,05/07/2024 10:15:45,172913,29,questionnaire-y2w6,,38764664,BLIND,11375676,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1440x900,1440x749,,,0,Demographic New,7,C,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720167559192,05/07/2024 08:19:19,1720171159192,1,05/07/2024 10:19:19,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x786,,,0,Demographic New,7,F,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720167570689,05/07/2024 08:19:30,1720171170689,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Female,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720167570689,05/07/2024 08:19:30,1720171170689,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,2,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720167570689,05/07/2024 08:19:30,1720171170689,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,41,,,Age Entry,3,object-8,,0,0,0,1
5,1720167570690,05/07/2024 08:19:30,1720171170690,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720167570690,05/07/2024 08:19:30,1720171170690,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720167570691,05/07/2024 08:19:30,1720171170691,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720167570691,05/07/2024 08:19:30,1720171170691,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720167570691,05/07/2024 08:19:30,1720171170691,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720167570692,05/07/2024 08:19:30,1720171170692,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720167570692,05/07/2024 08:19:30,1720171170692,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720167570693,05/07/2024 08:19:30,1720171170693,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720167570693,05/07/2024 08:19:30,1720171170693,1,05/07/2024 10:19:30,172913,29,questionnaire-y2w6,,38764747,BLIND,11375696,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,412x915,412x842,,,0,Demographic New,7,F,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720167597739,05/07/2024 08:19:57,1720171197739,1,05/07/2024 10:19:57,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720167635251,05/07/2024 08:20:35,1720171235251,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720167635251,05/07/2024 08:20:35,1720171235251,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720167635251,05/07/2024 08:20:35,1720171235251,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,31,,,Age Entry,3,object-8,,0,0,0,1
5,1720167635251,05/07/2024 08:20:35,1720171235251,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720167635251,05/07/2024 08:20:35,1720171235251,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720167635251,05/07/2024 08:20:35,1720171235251,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720167635252,05/07/2024 08:20:35,1720171235252,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720167635252,05/07/2024 08:20:35,1720171235252,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720167635252,05/07/2024 08:20:35,1720171235252,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720167635252,05/07/2024 08:20:35,1720171235252,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720167635252,05/07/2024 08:20:35,1720171235252,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720167635253,05/07/2024 08:20:35,1720171235253,1,05/07/2024 10:20:35,172913,29,questionnaire-y2w6,,38764760,BLIND,11375695,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,Demographic New,7,D,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720167686879,05/07/2024 08:21:26,1720171286879,1,05/07/2024 10:21:26,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720167722313,05/07/2024 08:22:02,1720171322313,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720167722315,05/07/2024 08:22:02,1720171322315,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720167722320,05/07/2024 08:22:02,1720171322320,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,32,,,Age Entry,3,object-8,,0,0,0,1
5,1720167722322,05/07/2024 08:22:02,1720171322322,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
6,1720167722324,05/07/2024 08:22:02,1720171322324,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,treatment-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
7,1720167722327,05/07/2024 08:22:02,1720171322327,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-consent,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
8,1720167722329,05/07/2024 08:22:02,1720171322329,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,diagnosed-reject,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
9,1720167722332,05/07/2024 08:22:02,1720171322332,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,UK-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
10,1720167722335,05/07/2024 08:22:02,1720171322335,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,UK-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
11,1720167722338,05/07/2024 08:22:02,1720171322338,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,English-consent,1,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
12,1720167722341,05/07/2024 08:22:02,1720171322341,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,,response,English-reject,0,,treatment|diagnosed|UK|English,Consent Form,4,object-6,,0,0,0,1
13,1720167722344,05/07/2024 08:22:02,1720171322344,1,05/07/2024 10:22:02,172913,29,questionnaire-y2w6,,38764770,BLIND,11375685,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,360x780,980x1737,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,END,,,,,,,,,,
1,1720167944369,05/07/2024 08:25:44,1720171544369,1,05/07/2024 10:25:44,172913,29,questionnaire-y2w6,,38764849,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Demographic New,7,B,Consent,eligible,,,,,info,,BEGIN,,,,,,,,,,
2,1720167959698,05/07/2024 08:25:59,1720171559698,1,05/07/2024 10:25:59,172913,29,questionnaire-y2w6,,38764849,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,value,Male,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
3,1720167959698,05/07/2024 08:25:59,1720171559698,1,05/07/2024 10:25:59,172913,29,questionnaire-y2w6,,38764849,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your gender?,response,quantised,1,,Male|Female|Prefer not say,Multiple Choice,2,object-2,,0,0,0,1
4,1720167959699,05/07/2024 08:25:59,1720171559699,1,05/07/2024 10:25:59,172913,29,questionnaire-y2w6,,38764849,BLIND,11375721,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,Demographic New,7,B,Consent,eligible,Page 1,832lxi,1,What is your age?,response,value,35,,,Age Entry,3,object-8,,0,0,0,1
